"ICAO","IATA","airport","city","nation"
"CYXU","YXU","倫敦國際機場","倫敦","加拿大"
"CYXX","YXX","亞博斯福國際機場","亞博斯福","加拿大"
"CYXY","YXY","埃裡克·尼爾森懷特霍斯國際機場","白馬市","加拿大"
"CYXZ","YXZ","Wawa Airport","Wawa","加拿大"
"CYYB","YYB","North Bay/Jack Garland Airport","北灣","加拿大"
"CYYC","YYC","卡加利國際機場","卡加利","加拿大"
"CYYD","YYD","Smithers Airport","Smithers","加拿大"
"CYYE","YYE","Fort Nelson Airport","Fort Nelson","加拿大"
"CYYF","YYF","彭蒂克頓區域機場","彭蒂克頓","加拿大"
"CYYG","YYG","Charlottetown Airport","夏洛特敦","加拿大"
"CYYH","YYH","Taloyoak Airport","Taloyoak","加拿大"
"CYYI","YYI","Rivers Airport","Rivers","加拿大"
"CYYJ","YYJ","維多利亞國際機場","維多利亞","加拿大"
"CYYL","YYL","Lynn Lake Airport","Lynn Lake","加拿大"
"CYYM","YYM","Cowley Airport","Cowley","加拿大"
"CYYN","YYN","Swift Current Airport","斯威夫特卡倫特","加拿大"
"CYYQ","YYQ","Churchill Airport","Churchill","加拿大"
"CYYR","YYR","CFB Goose Bay","Goose Bay","加拿大"
"CYYT","YYT","聖約翰斯國際機場","聖約翰斯","加拿大"
"CYYU","YYU","Kapuskasing Airport","Kapuskasing","加拿大"
"CYYW","YYW","Armstrong Airport","Armstrong","加拿大"
"CYYY","YYY","Mont-Joli Airport","Mont-Joli","加拿大"
"CYYZ","YYZ","多倫多皮爾遜國際機場","密西沙加","加拿大"
"CYZA","YZA","Ashcroft Airport","Ashcroft","加拿大"
"CYZE","YZE","Gore Bay-Manitoulin Airport","戈爾灣","加拿大"
"CYZF","YZF","Yellowknife Airport","黃刀鎮","加拿大"
"CYZG","YZG","Salluit Airport","Salluit","加拿大"
"CYZH","YZH","Slave Lake Airport","Slave Lake","加拿大"
"CYZP","YZP","Sandspit Airport","Sandspit","加拿大"
"CYZR","YZR","Sarnia Chris Hadfield Airport","薩尼亞","加拿大"
"CYZS","YZS","Coral Harbour Airport","Coral Harbour","加拿大"
"CYZT","YZT","Port Hardy Airport","Port Hardy","加拿大"
"CYZU","YZU","Whitecourt Airport","Whitecourt","加拿大"
"CYZV","YZV","Sept-<U+00CE>les Airport","Sept-<U+00CE>les","加拿大"
"CYZW","YZW","Teslin Airport","Teslin","加拿大"
"CYZX","YZX","CFB Greenwood","Greenwood","加拿大"
"CZAC","ZAC","York Landing Airport","York Landing","加拿大"
"CZAM","YSN","Salmon Arm Airport","薩蒙阿姆","加拿大"
"CZBB","YDT","Boundary Bay Airport","三角洲","加拿大"
"CZBD","ILF","","Ilford","加拿大"
"CZBF","ZBF","Bathurst Airport","Bathurst","加拿大"
"CZBM","ZBM","Bromont Airport","Bromont","加拿大"
"CZEM","ZEM","Eastmain River Airport","Eastmain","加拿大"
"CZFA","ZFA","Faro Airport","Faro","加拿大"
"CZFD","ZFD","Fond-du-Lac Airport","Fond-du-Lac","加拿大"
"CZFG","XPK","Pukatawagan Airport","Pukatawagan","加拿大"
"CZFM","ZFM","Fort McPherson Airport","Fort McPherson","加拿大"
"CZFN","ZFN","Tulita Airport","Tulita","加拿大"
"CZGF","ZGF","Grand Forks Airport","Grand Forks","加拿大"
"CZGI","ZGI","Gods River Airport","Gods River","加拿大"
"CZGR","ZGR","Little Grand Rapids Airport","Little Grand Rapids","加拿大"
"CZHP","ZHP","High Prairie Airport","High Prairie","加拿大"
"CZJG","ZJG","Jenpeg Airport","Jenpeg","加拿大"
"CZJN","ZJN","Swan River Airport","天鵝河","加拿大"
"CZKE","ZKE","Kashechewan Airport","Kashechewan","加拿大"
"CZLQ","YTD","Thicket Portage Airport","Thicket Portage","加拿大"
"CZML","ZMH","South Cariboo Regional Airport","108 Mile Ranch","加拿大"
"CZMN","PIW","","Pikwitonei","加拿大"
"CZMT","ZMT","Masset Airport","Masset","加拿大"
"CZNG","XPP","Poplar River Airport","Poplar River","加拿大"
"CZPB","ZPB","Sachigo Lake Airport","Sachigo Lake First Nation","加拿大"
"CZPC","WPC","Pincher Creek Airport","Pincher Creek","加拿大"
"CZPO","ZPO","Pinehouse Lake Airport","Pinehouse Lake","加拿大"
"CZRJ","ZRJ","Round Lake (Weagamow Lake) Airport","Round Lake","加拿大"
"CZSJ","ZSJ","Sandy Lake Airport","Sandy Lake","加拿大"
"CZSN","XSI","South Indian Lake Airport","South Indian Lake","加拿大"
"CZST","ZST","Stewart Aerodrome","Stewart","加拿大"
"CZSW","ZSW","Prince Rupert/Seal Cove Water Airport","魯珀特王子港","加拿大"
"CZTA","YDV","Bloodvein River Airport","Bloodvein River","加拿大"
"CZTM","ZTM","Shamattawa Airport","Shamattawa","加拿大"
"CZUC","ZUC","Ignace Municipal Airport","Ignace Municipal","加拿大"
"CZUM","ZUM","Churchill Falls Airport","Churchill Falls","加拿大"
"CZWH","XLB","Lac Brochet Airport","Lac Brochet","加拿大"
"CZWL","ZWL","Wollaston Lake Airport","Wollaston Lake","加拿大"
"DAAD","BUJ","布薩達機場","姆西拉省布薩達","阿爾及利亞"
"DAAE","BJA","Soummam – Abane Ramdane機場","貝賈亞省貝賈亞","阿爾及利亞"
"DAAG","ALG","阿爾及爾省阿爾及爾胡阿里·布邁丁機場","阿爾及爾","阿爾及利亞"
"DAAJ","DJG","賈奈特Inedbirene機場","賈奈特，伊利濟省","阿爾及利亞"
"DAAV","GJL","吉傑勒費爾哈特·阿巴斯機場","吉傑勒，吉傑勒省","阿爾及利亞"
"DABB","AAE","拉巴赫·比塔特機場","安納巴省安納巴","阿爾及利亞"
"DABC","CZL","穆罕默德·布迪亞夫國際機場","君士坦丁，君士坦丁省","阿爾及利亞"
"DABT","BLJ","Mostepha Ben Boulaid機場","巴特納省巴特納","阿爾及利亞"
"DAOI","CFK","謝利夫國際機場","謝利夫，謝裡夫省","阿爾及利亞"
"DAOO","ORN","Es Senia","Oran","阿爾及利亞"
"DAOR","CBH","Boudghene Ben Ali Lotfi機場","貝沙爾，貝沙爾省","阿爾及利亞"
"DAOS","BFW","西迪貝勒阿巴斯機場","西迪貝勒阿巴斯省西迪貝勒阿巴斯","阿爾及利亞"
"DAOY","EBH","巴亞茲機場","巴亞茲，巴亞茲省","阿爾及利亞"
"DATM","BMW","Bordj Mokhtar機場","阿德拉爾省 Bordj Badji Mokhtar","阿爾及利亞"
"DAUA","AZR","Touat-Cheikh Sidi Mohamed Belkebir機場","阿德拉爾省阿德拉爾","阿爾及利亞"
"DAUB","BSK","比斯克拉機場","比斯克拉省比斯克拉","阿爾及利亞"
"DAUE","ELG","古萊阿機場","古萊阿，蓋爾達耶省","阿爾及利亞"
"DAUG","GHA","Noumerat默福迪·扎卡里亞機場","蓋爾達耶，蓋爾達耶省","阿爾及利亞"
"DAUO","ELU","蓋馬機場","蓋馬","阿爾及利亞"
"DBBB","COO","柯多努國際機場","柯多努，濱海省","貝寧"
"DBBD","DJA","朱古機場","朱古，峽谷省","貝寧"
"DFCA","XKY","Kaya Airport","卡亞","布吉納法索"
"DFCJ","XDJ","Djibo Airport","Djibo","布吉納法索"
"DFCL","XLU","Leo Airport","Leo","布吉納法索"
"DFEA","XBO","Boulsa Airport","Boulsa","布吉納法索"
"DFEB","XBG","Bogande Airport","Bogande","布吉納法索"
"DFED","DIP","賈帕加機場","賈帕加","布吉納法索"
"DFEE","DOR","多裡機場","多裡，薩赫勒大區","布吉納法索"
"DFEF","FNG","法達恩古爾馬機場","法達恩古爾馬，東部大區","布吉納法索"
"DFEG","XGG","Gorom Gorom Airport","Gorom Gorom","布吉納法索"
"DFEL","XKA","Kantchari Airport","Kantchari","布吉納法索"
"DFEP","XPA","Pama Airport","Pama","布吉納法索"
"DFER","ARL","阿爾利機場","阿爾利，東部大區","布吉納法索"
"DFES","XSE","Sebba Airport","Sebba","布吉納法索"
"DFEZ","XZA","Zabre Airport","Zabre","布吉納法索"
"DFFD","OUA","Ouagadougou","Ouagadougou","伯基納法索"
"DFOB","BNR","邦福拉機場","瀑布大區邦福拉","布吉納法索"
"DFOD","DGU","代杜古機場","代杜古，布克萊迪穆翁大區","布吉納法索"
"DFOG","XGA","Gaoua Airport","加瓦","布吉納法索"
"DFON","XNU","Nouna Airport","Nouna","布吉納法索"
"DFOO","BOY","博博迪烏拉索機場","上盆地大區博博迪烏拉索","布吉納法索"
"DFOU","XDE","Diebougou Airport","Diebougou","布吉納法索"
"DFOY","XAR","Aribinda Airport","Aribinda","布吉納法索"
"DGAA","ACC","大阿克拉地區科託卡國際機場","阿克拉","加納"
"DIAO","ABO","阿博伊索機場","南科莫埃區阿博伊索","科特迪瓦"
"DIAP","ABJ","阿必尚國際機場","阿比讓潟湖區","科特迪瓦"
"DIBI","BXI","本賈利機場","薩瓦納區本賈利","科特迪瓦"
"DIBK","BYK","布瓦凱機場","邦達馬河谷區布瓦凱","科特迪瓦"
"DIBN","BQO","Tehini機場","贊贊區布納","科特迪瓦"
"DIBU","BDK","索科機場","贊贊區邦杜庫","科特迪瓦"
"DIDK","DIM","丁博克羅機場","丁博克羅，恩濟-科莫埃區","科特迪瓦"
"DIDL","DJO","達洛亞機場","達洛亞，上薩桑德拉區","科特迪瓦"
"DIDV","DIV","迪沃機場","迪沃，南邦達馬區","科特迪瓦"
"DIFK","FEK","費爾凱塞杜古機場","費爾凱塞杜古，薩瓦納區","科特迪瓦"
"DIGA","GGN","加尼奧阿機場","加尼奧阿，弗羅馬格爾區","科特迪瓦"
"DIGL","GGO","吉格洛機場","吉格洛，中卡瓦利區","科特迪瓦"
"DIGN","BBV","Neo-Mer機場","下薩桑德拉區 Grand-Bereby","科特迪瓦"
"DISS","ZSS","Sassandra Airport","薩桑德拉","象牙海岸"
"DIYO","ASK","湖泊區雅穆索戈國際機場","雅穆索戈","科特迪瓦"
"DNAA","ABV","聯邦首都特區納姆迪·阿齊基韋國際機場","阿布賈","奈及利亞"
"DNAK","AKR","阿庫雷機場","翁多州阿庫雷","奈及利亞"
"DNAS","ABB","阿薩巴國際機場","三角州阿薩巴","奈及利亞"
"DNBE","BNI","貝寧機場","埃多州貝寧城","奈及利亞"
"DNCA","CBQ","瑪加麗特·埃克波國際機場","卡拉巴爾，克里斯河州","奈及利亞"
"DNEN","ENU","Akanu Ibiam國際機場","埃努古，埃努古州","奈及利亞"
"DNGO","GMO","貢貝Lawanti國際機場","貢貝，貢貝州","奈及利亞"
"DNGU","QUS","Gusau Airport","Gusau","奈及利亞"
"DNKN","KAN","Aminu Kano International","Kano","尼日利亞"
"DNMM","LOS","穆塔拉·穆罕默德國際機場","拉哥斯","奈及利亞"
"DNZA","ZAR","Zaria Airport","扎裡亞","奈及利亞"
"DRRB","BKN","巴爾坎納巴德機場","巴爾坎州巴爾坎納巴德","土庫曼斯坦"
"DRZA","AJY","阿加德茲國際機場","阿加德茲大區阿加德茲","尼日爾"
"DRZR","ZND","Zinder Airport","津德爾","尼日爾"
"DTMB","MIR","Skanes","Monastir","突尼斯"
"DTTA","TUN","Carthage","突尼斯","突尼斯"
"DTTF","GAF","加夫薩-Ksar國際機場","加夫薩，加夫薩省","突尼西亞"
"DTTG","GAE","加貝斯-Matmata國際機場","加貝斯，加貝斯省","突尼西亞"
"DTTJ","DJE","傑爾巴-傑爾吉斯國際機場","傑爾巴島，梅德寧省","突尼西亞"
"DTTR","EBM","博爾馬機場","博爾馬","突尼西亞"
"DTTX","SFA","Sfax Airport","Sfax","突尼斯"
"DXXX","LFW","Lome","洛美","多哥"
"DYNO","YOL","Yola Airport","約拉","奈及利亞"
"EBAW","ANR","佛萊明大區安特衛普國際機場","安特衛普","比利時"
"EBBR","BRU","布魯塞爾機場","布魯塞爾-首都大區布魯塞爾","比利時"
"EBCI","CRL","布魯塞爾南部-沙勒羅瓦機場","沙爾勒魯瓦，瓦隆大區","比利時"
"EBLG","LGG","Bierset","Liege","比利時"
"EBZH","QHA","All Airports","Hasselt","比利時"
"EDAC","AOC","萊比錫-阿爾滕堡機場","圖林根州阿爾滕堡","德國"
"EDBG","CSO","馬格德堡-Cochstedt機場","馬格德堡，薩克森-安哈爾特","德國"
"EDBH","BBH","施特拉爾鬆德-巴爾特機場","梅克倫堡-西波美拉尼亞"""" 巴爾特","德國"
"EDCD","CBU","科特布斯-Drewitz機場","科特布斯，勃蘭登堡","德國"
"EDDB","SXF","柏林-舍內費爾德機場","柏林","德國"
"EDDC","DRS","德累斯頓機場","德累斯頓，薩克森自由邦","德國"
"EDDE","ERF","埃爾福特-魏瑪機場","埃爾福特，圖林根州","德國"
"EDDF","FRA","法蘭克福機場","法蘭克福，黑森","德國"
"EDDG","FMO","明斯特奧斯納布呂克國際機場","格雷芬，北萊茵-威斯特法倫","德國"
"EDDK","CGN","科隆/波恩機場","科隆/波恩，北萊茵-威斯特法倫","德國"
"EDDL","DUS","杜塞爾多夫機場","杜塞爾多夫，北萊茵-威斯特法倫","德國"
"EDDM","MUC","慕尼黑弗朗茨·約瑟夫·施特勞斯機場","慕尼黑","德國"
"EDDN","NUE","紐倫堡機場","紐倫堡","德國"
"EDDP","LEJ","萊比錫/哈雷機場","萊比錫/哈雷","德國"
"EDDR","SCN","Ensheim","索爾布呂肯","德國"
"EDDS","STR","Echterdingen","斯圖加特","德國"
"EDDT","TXL","柏林-泰格爾奧託·利林塔爾機場","柏林","德國"
"EDDW","BRE","不來梅機場","不來梅邦不來梅","德國"
"EDFZ","QMZ","Mainz-Finthen Airport","美因茲","德國萊茵蘭-法耳茨"
"EDGE","EIB","艾森納赫-Kindel機場","艾森納赫，圖林根州","德國"
"EDHI","XFW","Hamburg Finkenwerder Airport","漢堡","德國"
"EDHK","KEL","Holtenau","基爾","德國"
"EDHN","EUM","新明斯特機場","新明斯特，石勒蘇益格-荷爾斯泰因","德國"
"EDJA","FMM","梅明根機場","梅明根，巴伐利亞州","德國"
"EDKA","AAH","亞琛機場","北萊茵-威斯特法倫阿亨","德國"
"EDKB","BNJ","波恩火車總站","北萊茵-威斯特法倫波恩","德國"
"EDLE","ESS","埃森/米爾海姆機場","埃森，北萊茵-威斯特法倫","德國"
"EDLI","BFE","比勒費爾德機場","北萊茵-威斯特法倫比勒費爾德","德國"
"EDLK","QKF","Krefeld-Egelsberg Airport","克雷費爾德","德國北萊茵-威斯伐倫州"
"EDLP","PAD","Paderborn","Paderborn","德國"
"EDLW","DTM","多特蒙德機場","多特蒙德，北萊茵-威斯特法倫","德國"
"EDMA","AGB","巴伐利亞奧格斯堡機場","奧格斯堡","德國"
"EDNY","FDH","腓特烈港機場","腓特烈港，巴登-符騰堡","德國"
"EDQD","BYU","Bindlacher Berg機場","巴伐利亞拜羅伊特","德國"
"EDRB","BBJ","比特堡機場","萊茵蘭-普法爾茨比特堡","德國"
"EDSB","FKB","卡爾斯魯厄/巴登-巴登機場","卡爾斯魯厄/巴登-巴登，巴登-符騰堡","德國"
"EDVE","BWE","不倫瑞克機場","下薩克森州不倫瑞克","德國"
"EDWB","BRV","不來梅哈芬機場","不來梅邦不來梅哈芬","德國"
"EDWD","XLW","Lemwerder Airport","萊姆韋爾德爾","德國"
"EDWE","EME","埃姆登機場","埃姆登，下薩克森","德國"
"EDWG","AGE","萬格羅格機場","下薩克森州萬格羅格","德國"
"EDWI","WVN","JadeWeser Airport","威廉港","德國"
"EDWR","BMK","博爾庫姆飛行場","下薩克森博爾庫姆","德國"
"EDWZ","BMR","巴爾特魯姆機場","下薩克森巴爾特魯姆","德國"
"EDXF","FLF","弗倫斯堡-Sch<U+00E4>ferhaus機場","弗倫斯堡，石勒蘇益格-荷爾斯泰因","德國"
"EEPU","EPU","派爾努機場","派爾努，派爾努縣","愛沙尼亞"
"EETN","TLL","塔林倫納特·梅里機場","塔林","愛沙尼亞"
"EFET","ENF","埃農泰基厄機場","埃農泰基厄，拉普蘭區","芬蘭"
"EFKE","KEM","Kemi","Kemi/Tornio","芬蘭"
"EFKK","KOK","Kruunupyy","Kokkola/Pietarsaari","芬蘭"
"EFKU","KUO","Kuopio","Kuopio","芬蘭"
"EFMA","MHQ","","Mariehamn","芬蘭"
"EFOU","OUL","Oulu","Oulu","芬蘭"
"EFPO","POR","Pori","Pori","芬蘭"
"EFSA","SVL","薩翁林納機場","薩翁林納","芬蘭"
"EFTP","TMP","坦佩雷-皮爾卡拉機場","坦佩雷","芬蘭"
"EFTU","TKU","圖爾庫機場","圖爾庫","芬蘭"
"EFVA","VAA","瓦薩機場","瓦薩","芬蘭"
"EFVR","VRK","瓦爾考斯機場","約羅伊寧","芬蘭"
"EFYL","YLI","Ylivieska Airport","上維耶斯卡","芬蘭"
"EGAA","BFS","貝爾法斯特國際機場","北愛爾蘭貝爾法斯特","英國"
"EGAB","ENK","恩尼斯基林/聖天使機場","恩尼斯基林，北愛爾蘭","英國"
"EGAC","BHD","喬治·貝斯特貝爾法斯特城市機場","北愛爾蘭貝爾法斯特","英國"
"EGBB","BHX","伯明罕機場","英格蘭伯明罕","英國"
"EGBE","CVT","考文垂機場","考文垂，英格蘭","英國"
"EGBJ","GLO","格洛斯特郡機場","格洛斯特，英格蘭","英國"
"EGCC","MAN","曼徹斯特國際機場","曼徹斯特","英國"
"EGCN","DSA","羅賓漢唐卡斯特謝菲爾德機場","唐卡斯特，英格蘭","英國"
"EGDG","NQY","Newquay Civil","Newquay","聯合王國"
"EGDY","YEO","RNAS Yeovilton","Yeovilton","英國"
"EGEC","CAL","坎貝爾城機場","坎貝爾城，蘇格蘭","英國"
"EGED","EOI","伊迪機場","伊迪島，蘇格蘭","英國"
"EGEF","FIE","費爾島機場","費爾島，蘇格蘭","英國"
"EGFF","CWL","卡地夫國際機場","卡地夫，威爾士","英國"
"EGGD","BRS","布里斯托國際機場","英格蘭布里斯托","英國"
"EGGK","FSS","金洛斯皇家空軍基地","福萊斯","英國"
"EGGP","LPL","利物浦約翰藍儂機場","利物浦","英國"
"EGGW","LTN","Luton International","倫敦","英國"
"EGHD","PLH","Plymouth Airport","普利茅斯","英國"
"EGHE","ISC","Tresco","Isles Of Scilly","聯合王國"
"EGHH","BOH","伯恩茅斯機場","英格蘭伯恩茅斯","英國"
"EGHI","SOU","南安普敦機場","南安普敦","英國"
"EGHJ","BBP","本布里奇機場","英格蘭 本布里奇","英國"
"EGHL","QLA","Lasham Airfield","Lasham","英國英格蘭"
"EGHR","QUG","Goodwood Airfield","Chichester","英國英格蘭"
"EGJA","ACI","奧爾德尼機場","奧爾德尼島","根西"
"EGJB","GCI","根西機場","福爾斯特","根西"
"EGJJ","JER","澤西機場","澤西島","英國"
"EGKA","ESH","肖勒姆機場","肖勒姆，英格蘭","英國"
"EGKB","BQH","倫敦Biggin Hill機場","英格蘭大倫敦","英國"
"EGKK","LGW","格域機場","倫敦","英國"
"EGLC","LCY","倫敦城市機場","倫敦","英國"
"EGLF","FAB","法恩伯勒機場","法恩伯勒，英格蘭","英國"
"EGLK","BBS","黑叢機場","英格蘭Yateley","英國"
"EGLL","LHR","倫敦希斯路機場","倫敦","英國"
"EGNC","CAX","卡萊爾湖區域機場","卡萊爾市，英格蘭","英國"
"EGNH","BLK","布萊克浦機場","英格蘭布萊克浦","英國"
"EGNL","BWF","巴羅/Walney島機場","英格蘭巴羅因弗內斯","英國"
"EGNM","LBA","","裡茲/Bradford","英國"
"EGNR","CEG","哈登機場","切斯特，英格蘭","英國"
"EGNS","IOM","Ronaldsway","Isle Of Man","聯合王國"
"EGNX","EMA","東密德蘭機場","諾丁漢/萊斯特/德比，英格蘭","英國"
"EGPA","KOI","Kirkwall","Kirkwall / Orkney Island","UnitedKingdom"
"EGPC","WIC","Wick Airport","Wick","英國"
"EGPD","ABZ","蘇格蘭阿伯丁機場","阿伯丁","英國"
"EGPE","INV","Inverness","Inverness","聯合王國"
"EGPF","GLA","格拉斯哥國際機場","格拉斯哥，蘇格蘭","英國"
"EGPH","EDI","愛丁堡機場","愛丁堡，蘇格蘭","英國"
"EGPI","ILY","Glenegedale","Islay","聯合王國"
"EGPK","PIK","格拉斯哥普雷斯蒂克國際機場","格拉斯哥","英國"
"EGPL","BEB","本貝丘拉機場","蘇格蘭本貝丘拉島","英國"
"EGPN","DND","鄧迪機場","鄧迪，蘇格蘭","英國"
"EGPO","SYY","Stornoway","Stornoway","聯合王國"
"EGPR","BRR","巴拉機場","蘇格蘭巴拉島","英國"
"EGPU","TRE","Tiree Island","Tiree, 蘇格蘭","聯合王國"
"EGQB","BOL","Ballykelly空軍基地","Ballykelly，北愛爾蘭","英國"
"EGQL","ADX","盧赫斯皇家空軍基地","蘇格蘭聖安德魯斯","英國"
"EGSC","CBG","劍橋機場","劍橋，英格蘭","英國"
"EGSH","NWI","Norwich","諾維奇","英國"
"EGSS","STN","倫敦斯坦斯特德機場","倫敦","英國"
"EGTE","EXT","埃克塞特國際機場","埃克塞特，英格蘭","英國"
"EGTG","FZO","布里斯托爾費爾頓機場","布里斯托爾，英格蘭","英國"
"EGUB","BEX","本森皇家空軍基地","英格蘭"""" 本森","英國"
"EGVA","FFD","費爾福德皇家空軍基地","費爾福德，英格蘭","英國"
"EGVN","BZZ","布萊茲諾頓皇家空軍基地","英格蘭牛津郡","英國"
"EGVT","WXF","MDPGA Wethersfield","Braintree","英國"
"EGXC","QCY","RAF Coningsby","Coningsby","英國英格蘭"
"EGXH","BEQ","霍寧頓皇家空軍基地","英格蘭伯裡聖埃德蒙茲","英國"
"EHAM","AMS","北荷蘭省阿姆斯特丹史基浦機場","哈勒默梅爾","荷蘭"
"EHBK","MST","Zuid","Maastricht","荷蘭"
"EHEH","EIN","埃因霍溫機場","埃因霍溫，北布拉班特省","荷蘭"
"EHKD","DHR","De Kooy機場","登海爾德，北荷蘭省","荷蘭"
